"the_geom","MainStreet","CrossStree","Install_Da","LONG","LAT","X","Y"
"POINT (-74.00445962895932 40.730718346457834)","7 Avenue S","Bedford Street","2018-08-11T00:00:00","-74.0044596289593","40.7307183464578","983014.000163466","205497.000144973"
"POINT (-74.00422512791557 40.731127322984364)","7 Avenue S","Morton Street","2018-08-11T00:00:00","-74.0042251279156","40.7311273229843","983079.000033468","205645.99984698"
"POINT (-73.9991844622713 40.73924363344584)","7 Avenue","West 15 Street","2018-08-11T00:00:00","-73.9991844622713","40.7392436334458","984475.999864131","208602.999838471"
"POINT (-73.99786005572433 40.74105515333294)","7 Avenue","West 18 Street","2018-08-11T00:00:00","-73.9978600557243","40.7410551533329","984843.000114381","209263.000158891"
"POINT (-73.99743421038819 40.741642521084586)","7 Avenue","West 19 Street","2018-08-11T00:00:00","-73.9974342103882","40.7416425210845","984960.999878392","209477.000058979"
"POINT (-73.99700835648291 40.742227142467726)","7 Avenue","West 20 Street","2018-08-11T00:00:00","-73.9970083564829","40.7422271424677","985078.999970466","209689.999961063"
"POINT (-73.99657888634172 40.74281176212085)","7 Avenue","West 21 Street","2018-08-11T00:00:00","-73.9965788863417","40.7428117621208","985198.000060558","209902.999863148"
"POINT (-73.99612775398569 40.743429317235815)","7 Avenue","West 22 Street","2018-08-11T00:00:00","-73.9961277539857","40.7434293172358","985323.00013864","210128.000069305"
"POINT (-73.99426178132485 40.74600381490602)","7 Avenue","West 26 Street","2018-08-11T00:00:00","-73.9942617813249","40.746003814906","985840.000088885","211066.000161812"
"POINT (-73.99335942351775 40.74723615805792)","7 Avenue","West 28 Street","2018-08-11T00:00:00","-73.9933594235177","40.7472361580579","986089.999916971","211514.999919981"
"POINT (-73.99290823135696 40.74785370017355)","7 Avenue","West 29 Street","2018-08-11T00:00:00","-73.9929082313569","40.7478537001735","986214.999995053","211740.000126138"
"POINT (-73.99246064021081 40.74846849506026)","7 Avenue","West 30 Street","2018-08-11T00:00:00","-73.9924606402108","40.7484684950602","986339.000075132","211964.000006229"
"POINT (-73.9901323137848 40.751657715841745)","7 Avenue","West 35 Street","2018-08-11T00:00:00","-73.9901323137848","40.7516577158417","986984.000097468","213125.999978811"
"POINT (-73.98969188991968 40.75228073447544)","7 Avenue","West 36 Street","2018-08-11T00:00:00","-73.9896918899197","40.7522807344754","987105.999853477","213352.999852896"
"POINT (-73.98924423934375 40.752895517372686)","7 Avenue","West 37 Street","2018-08-11T00:00:00","-73.9892442393437","40.7528955173727","987229.999933556","213577.000061065"
"POINT (-73.98878575155565 40.7535157860031)","7 Avenue","West 38 Street","2018-08-11T00:00:00","-73.9887857515557","40.7535157860031","987357.000007644","213802.999937147"
"POINT (-73.98833447494171 40.75413056490368)","7 Avenue","West 39 Street","2018-08-11T00:00:00","-73.9883344749417","40.7541305649037","987482.000085726","214027.000145316"
"POINT (-73.98789040950076 40.75474808658059)","7 Avenue","West 40 Street","2018-08-11T00:00:00","-73.9878904095008","40.7547480865806","987604.999839723","214252.000023395"
"POINT (-73.98744633309045 40.75537384071035)","7 Avenue","West 41 Street","2018-08-11T00:00:00","-73.9874463330904","40.7553738407103","987727.999921799","214479.999895483"
"POINT (-73.98645707164378 40.75671041965124)","7 Avenue & Broadway","West 43 Street","2018-08-11T00:00:00","-73.9864570716438","40.7567104196512","988002.000029966","214966.99990572"
"POINT (-73.9860129681092 40.75733891371657)","7 Avenue & Broadway","West 44 Street","2018-08-11T00:00:00","-73.9860129681092","40.7573389137165","988125.000112057","215196.000103891"
"POINT (-73.98461925003556 40.75919967267021)","7 Avenue","West 47 Street","2018-08-11T00:00:00","-73.9846192500356","40.7591996726702","988510.999996215","215874.00006023"
"POINT (-73.98417510930238 40.75984188221244)","7 Avenue","West 48 Street","2018-08-11T00:00:00","-73.9841751093024","40.7598418822124","988634.000078306","216107.999920309"
"POINT (-73.98326154332203 40.7610933563581)","7 Avenue","West 50 Street","2018-08-11T00:00:00","-73.983261543322","40.7610933563581","988886.999900386","216563.999992564"
"POINT (-73.98280655175911 40.76171909044693)","7 Avenue","West 51 Street","2018-08-11T00:00:00","-73.9828065517591","40.7617190904469","989012.999976471","216791.999864638"
"POINT (-73.9818929338775 40.76296780865711)","7 Avenue","West 53 Street","2018-08-11T00:00:00","-73.9818929338775","40.7629678086571","989266.000126645","217246.99993889"
"POINT (-73.9809792813544 40.76422200886503)","7 Avenue","West 55 Street","2018-08-11T00:00:00","-73.9809792813544","40.764222008865","989518.999948725","217704.000009149"
"POINT (-73.9805278585374 40.76484224478917)","7 Avenue","West 56 Street","2018-08-11T00:00:00","-73.9805278585374","40.7648422447891","989644.000026807","217929.999885231"
"POINT (-74.00239230989605 40.73433873902386)","7 Avenue South","West 10 Street","2018-08-11T00:00:00","-74.0023923098961","40.7343387390238","983587.000001714","206816.000131637"
"POINT (-73.91677010417214 40.81569841902657)","E 149 Street","Bergen Avenue","2018-08-14T00:00:00","-73.9167701041721","40.8156984190266","1007287.99984372","236468.999880642"
"POINT (-73.91495387645604 40.81493680643383)","E 149 Street","Brook Avenue","2018-08-14T00:00:00","-73.914953876456","40.8149368064338","1007791.00015005","236192.000106558"
"POINT (-73.9109491723632 40.81362180571247)","E 149 Street","Cauldwell Avenue","2018-08-14T00:00:00","-73.9109491723632","40.8136218057125","1008899.99990055","235714.000078306"
"POINT (-73.90815742219023 40.81304322326261)","E 149 Street","Concord Avenue","2018-08-14T00:00:00","-73.9081574221902","40.8130432232626","1009672.99999498","235503.999842137"
"POINT (-73.91181223943214 40.81388321718242)","E 149 Street","Eagle Avenue","2018-08-14T00:00:00","-73.9118122394321","40.8138832171824","1008661.00005047","235808.999888316"
"POINT (-73.9292195877455 40.81905803748015)","E 149 Street","Gerard Avenue","2018-08-14T00:00:00","-73.9292195877455","40.8190580374801","1003840.99984798","237690.000063315"
"POINT (-73.91295332530566 40.81426834555406)","E 149 Street","St Anns Avenue","2018-08-14T00:00:00","-73.9129533253057","40.814268345554","1008345.0000263","235948.999936387"
"POINT (-73.90632998828953 40.81266572678649)","E 149 Street","Tinton Avenue","2018-08-14T00:00:00","-73.9063299882895","40.8126657267864","1010178.99996722","235367.00011614"
"POINT (-73.90541266793477 40.812475591456035)","E 149 Street","Union Avenue","2018-08-14T00:00:00","-73.9054126679348","40.812475591456","1010433.00011539","235297.99992606"
"POINT (-73.90724370014328 40.81285585100474)","E 149 Street","Wales Avenue","2018-08-14T00:00:00","-73.9072437001433","40.8128558510047","1009926.00014514","235435.99997814"
"POINT (-73.92827688583206 40.818810429787796)","E 149 Street","Walton avenue","2018-08-14T00:00:00","-73.928276885832","40.8188104297878","1004101.99998213","237599.999915227"
"POINT (-74.00692084580656 40.6311351309969)","10 Avenue","63 Street","2018-08-14T00:00:00","-74.0069208458066","40.6311351309969","982328.999893054","169215.999872476"
"POINT (-74.00750082282242 40.63057790273286)","10 Avenue","64 Street","2018-08-14T00:00:00","-74.0075008228224","40.6305779027328","982167.999886975","169012.999950394"
"POINT (-74.00875440401826 40.62937010669148)","10 Avenue","66 Street","2018-08-14T00:00:00","-74.0087544040183","40.6293701066915","981819.999926805","168572.999846146"
"POINT (-74.00933795298465 40.62881286878087)","10 Avenue","67 Street","2018-08-14T00:00:00","-74.0093379529847","40.6288128687808","981657.999922723","168369.999924064"
"POINT (-74.0110813350345 40.627132903422016)","10 Avenue","70 Street","2018-08-14T00:00:00","-74.0110813350345","40.627132903422","981173.999906465","167758.000163808"
"POINT (-74.0122447422947 40.62601565541962)","10 Avenue","72 Street","2018-08-14T00:00:00","-74.0122447422947","40.6260156554196","980850.999896303","167350.999993563"
"POINT (-74.01340811005386 40.624895651628194)","10 Avenue","74 Street","2018-08-14T00:00:00","-74.0134081100539","40.6248956516282","980527.99988614","166943.000153393"
"POINT (-74.01466147822944 40.623690535239994)","10 Avenue","76 Street","2018-08-14T00:00:00","-74.0146614782294","40.62369053524","980179.999925971","166504.000047147"
"POINT (-74.01403480008781 40.62429446710351)","Bay Ridge Pkwy","10 Avenue","2018-08-14T00:00:00","-74.0140348000878","40.6242944671035","980353.999906048","166723.999935225"
"POINT (-73.95818186639015 40.805595594514436)","Morningside Avenue","West 116 Street","2018-08-17T00:00:00","-73.9581818663901","40.8055955945144","995827.000127971","232780.000040814"
"POINT (-73.9075379796326 40.80906013496239)","Southern Blvd","E 144 ST","2018-08-22T00:00:00","-73.9075379796326","40.8090601349624","1009845.99997705","234053.000119478"
"POINT (-73.90724055296654 40.80992997370629)","Southern Blvd","E 145 ST","2018-08-22T00:00:00","-73.9072405529665","40.8099299737062","1009928.00014114","234370.00014165"
"POINT (-73.89764551965152 40.81493371915136)","Southern Blvd","E 156 ST","2018-08-22T00:00:00","-73.8976455196515","40.8149337191513","1012582.00008248","236196.000098556"
"POINT (-73.88659980317539 40.83928000391329)","Southern Blvd","E 175 STREET","2018-08-22T00:00:00","-73.8865998031754","40.8392800039133","1015627.99989597","245070.000067055"
"POINT (-73.88378945932301 40.84678124272303)","Southern Blvd","E 181 ST","2018-08-22T00:00:00","-73.883789459323","40.846781242723","1016401.99998839","247803.999848396"
"POINT (-73.88311826230292 40.84822153688038)","Southern Blvd","E 182 ST","2018-08-22T00:00:00","-73.8831182623029","40.8482215368803","1016586.99994648","248329.000110731"
"POINT (-73.88200157484121 40.85218924490849)","Southern Blvd","E 185 ST","2018-08-22T00:00:00","-73.8820015748412","40.8521892449084","1016893.99998863","249774.999843389"
"POINT (-73.88166696124415 40.85334716818919)","Southern Blvd","E 187 ST","2018-08-22T00:00:00","-73.8816669612442","40.8533471681892","1016986.00013272","250196.999983639"
"POINT (-73.88581462774542 40.841930620106524)","Southern Blvd","ELSMERE PL","2018-08-22T00:00:00","-73.8858146277454","40.8419306201065","1015844.00012013","246036.000103563"
"POINT (-73.88596408355669 40.841186951117734)","Southern Blvd","FAIRMOUNT PL","2018-08-22T00:00:00","-73.8859640835567","40.8411869511177","1015802.99987406","245764.99998939"
"POINT (-73.89187665473634 40.830136940868854)","Southern Blvd","FREEMAN ST","2018-08-22T00:00:00","-73.8918766547363","40.8301369408688","1014171.99985522","241736.999843314"
"POINT (-73.89189007737822 40.82854776342612)","Southern Blvd","HOME ST","2018-08-22T00:00:00","-73.8918900773782","40.8285477634261","1014168.99986123","241158.000017062"
"POINT (-73.89071298742752 40.83240846891413)","Southern Blvd","JENNINGS ST","2018-08-22T00:00:00","-73.8907129874275","40.8324084689141","1014492.99986939","242565.000155807"
"POINT (-73.89177846416564 40.83052110906215)","Southern Blvd","LOUIS NINE BLVD","2018-08-22T00:00:00","-73.8917784641656","40.8305211090621","1014199.0001293","241876.9998914"
"POINT (-73.99535554646093 40.63880418163542)","11 Avenue","47 Street","2018-08-23T00:00:00","-73.9953555464609","40.6388041816354","985539.00003472","172009.999861896"
"POINT (-73.99594289291736 40.63824701243243)","11 Avenue","48 Street","2018-08-23T00:00:00","-73.9959428929174","40.6382470124324","985376.000032634","171806.999939814"
"POINT (-73.99651942047701 40.63768709508756)","11 Avenue","49 Street","2018-08-23T00:00:00","-73.996519420477","40.6376870950875","985216.000024557","171603.000019729"
"POINT (-73.99710314445551 40.63712717499967)","11 Avenue","50 Street","2018-08-23T00:00:00","-73.9971031444555","40.6371271749996","985054.000020474","171399.000099644"
"POINT (-73.99768685863839 40.636567251013844)","11 Avenue","51 Street","2018-08-23T00:00:00","-73.9976868586384","40.6365672510138","984892.000016391","171194.99985148"
"POINT (-73.99826335712447 40.636004580040996)","11 Avenue","52 Street","2018-08-23T00:00:00","-73.9982633571245","40.636004580041","984732.0000083","170989.999933392"
"POINT (-73.99885065466181 40.635447395815596)","11 Avenue","53 Street","2018-08-23T00:00:00","-73.9988506546618","40.6354473958156","984569.000006214","170787.00001131"
"POINT (-73.99943433951239 40.63488471897514)","11 Avenue","54 Street","2018-08-23T00:00:00","-73.9994343395124","40.6348847189751","984407.000002131","170582.000093222"
"POINT (-74.00001441162529 40.634324783019636)","11 Avenue","55 Street","2018-08-23T00:00:00","-74.0000144116253","40.6343247830196","984245.999996051","170377.999845058"
"POINT (-74.00059807686928 40.63376484498565)","11 Avenue","56 Street","2018-08-23T00:00:00","-74.0005980768693","40.6337648449856","984083.999991968","170173.999924973"
"POINT (-74.00117812958062 40.63321039355702)","11 Avenue","57 Street","2018-08-23T00:00:00","-74.0011781295806","40.633210393557","983922.999985889","169972.000000894"
"POINT (-74.0017617751692 40.63264495998322)","11 Avenue","58 Street","2018-08-23T00:00:00","-74.0017617751692","40.6326449599832","983760.999981806","169766.000084817"
"POINT (-74.00234901383521 40.63208501200393)","11 Avenue","59 Street","2018-08-23T00:00:00","-74.0023490138352","40.6320850120039","983597.99997972","169561.999836639"
"POINT (-74.00355588383833 40.63092393600206)","11 Avenue","61 Street","2018-08-23T00:00:00","-74.0035558838383","40.630923936002","983262.999993548","169139.000026479"
"POINT (-74.00413588694414 40.630363979916204)","11 Avenue","62 Street","2018-08-23T00:00:00","-74.0041358869441","40.6303639799162","983101.999987468","168935.000106394"
"POINT (-74.00471948296855 40.62980401982263)","11 Avenue","63 Street","2018-08-23T00:00:00","-74.0047194829686","40.6298040198226","982939.999983385","168730.99985823"
"POINT (-74.0052994667966 40.6292468025836)","11 Avenue","64 Street","2018-08-23T00:00:00","-74.0052994667966","40.6292468025836","982778.999977306","168527.999936149"
"POINT (-74.00655306282819 40.62803903127271)","11 Avenue","66 Street","2018-08-23T00:00:00","-74.0065530628282","40.6280390312727","982431.000017136","168088.000159979"
"POINT (-73.92280983155949 40.741586489910695)","47 Avenue","42 Street","2018-08-24T00:00:00","-73.9228098315595","40.7415864899107","1005639.99985889","209466.000080973"
"POINT (-73.83111973498826 40.761547186104856)","Main Street","37 Avenue","2018-09-01T00:00:00","-73.8311197349883","40.7615471861048","1031033.99992381","216773.999900639"
"POINT (-73.8638532298148 40.683883586235915)","Atlantic Avenue","76 STREET","2018-09-05T00:00:00","-73.8638532298148","40.6838835862359","1022009.99992722","188463.000092313"
"POINT (-73.8505617834411 40.6876631162911)","Atlantic Avenue","92 STREET","2018-09-05T00:00:00","-73.8505617834411","40.6876631162911","1025694.00010514","189845.999950975"
"POINT (-73.84696150865808 40.68840221887602)","Atlantic Avenue","96 STREET","2018-09-05T00:00:00","-73.8469615086581","40.688402218876","1026692.00007764","190117.000065148"
"POINT (-73.84281133579762 40.68987331325234)","Atlantic Avenue","102 STREET","2018-09-05T00:00:00","-73.8428113357976","40.6898733132523","1027842.00007422","190654.999973387"
"POINT (-73.84107575375256 40.69035126495028)","Atlantic Avenue","104 STREET","2018-09-05T00:00:00","-73.8410757537526","40.6903512649502","1028323.00009647","190829.999951482"
"POINT (-73.83753587454986 40.691359143455124)","Atlantic Avenue","108 STREET","2018-09-05T00:00:00","-73.8375358745499","40.6913591434551","1029304.00010297","191198.999869645"
"POINT (-73.83218436822048 40.69287755913873)","Atlantic Avenue","114 STREET","2018-09-05T00:00:00","-73.8321843682205","40.6928775591387","1030787.00008972","191755.000069976"
"POINT (-73.83052797949216 40.693349977716785)","Atlantic Avenue","116 STREET","2018-09-05T00:00:00","-73.8305279794922","40.6933499777167","1031246.00015597","191928.000052065"
"POINT (-73.82695900384253 40.694330040434146)","Atlantic Avenue","120 STREET","2018-09-05T00:00:00","-73.8269590038425","40.6943300404341","1032235.00014646","192286.999990225"
"POINT (-73.82587663291982 40.69453152077879)","Atlantic Avenue","121 STREET","2018-09-05T00:00:00","-73.8258766329198","40.6945315207788","1032534.99987455","192360.999842227"
"POINT (-73.82480860675895 40.694760461367984)","Atlantic Avenue","123 STREET","2018-09-05T00:00:00","-73.8248086067589","40.6947604613679","1032830.99993873","192445.00000231"
